"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img";"Маркировки на рулоне:"
"310993";"Zoffany";"Quartz";"Англия";"Синие, Васильковые, Песочные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Геометрия, Звезды";"390";"Рулон";"/upload/resize_cache/iblock/db0/480_480_240cd750bba9870f18aada2478b24840a/db0931276bdaba42b061e61585f198c0.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"311006";"Zoffany";"Quartz";"Англия";"Ванильные, Бежевые, Жемчужные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Цветы";"390";"Рулон";"/upload/resize_cache/iblock/5b3/480_480_240cd750bba9870f18aada2478b24840a/5b3dd061215e9f07afce501af297b9fa.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"311023";"Zoffany";"Lexington";"Англия";"Серые, Серебристые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Полоска";"390";"Рулон";"/upload/resize_cache/iblock/b05/480_480_240cd750bba9870f18aada2478b24840a/b05fc699454a917347ff0ef03d3269ea.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"311026";"Zoffany";"Lexington";"Англия";"Бежевые, Песочные, Ванильные";"Бумажные";"Бумага";"0,68, Узкие";"10,05";"Горизонтальная полоска";"1500";"Рулон";"/upload/resize_cache/iblock/1bc/480_480_240cd750bba9870f18aada2478b24840a/1bc70be8ae12ad4e2b3a0d69a55ea351.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"311028";"Zoffany";"Lexington";"Англия";"Серебристые, Голубые, Серые";"Бумажные";"Бумага";"0,68, Узкие";"10,05";"Горизонтальная полоска";"2500";"Рулон";"/upload/resize_cache/iblock/876/480_480_240cd750bba9870f18aada2478b24840a/876d6d9fd62ae4d333993beb401b0aa6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"311035";"Zoffany";"Lexington";"Англия";"Васильковые, Шоколадные, Венге";"Бумажные";"Бумага";"0,68, Узкие";"10,05";"Горизонтальная полоска";"1500";"Рулон";"/upload/resize_cache/iblock/d25/480_480_240cd750bba9870f18aada2478b24840a/d254d2ab4456f90d611b3e22bf2c1169.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"311038";"Zoffany";"Lexington";"Англия";"Лимонные, Горчичные, Желтые";"Бумажные";"Бумага";"0,68, Узкие";"10,05";"Дамаск";"2500";"Рулон";"/upload/resize_cache/iblock/39d/480_480_240cd750bba9870f18aada2478b24840a/39d9758baa9cc7529007e1784a2a6e70.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"330901";"Eijffinger";"Riverside";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/d5a/480_480_240cd750bba9870f18aada2478b24840a/d5a6cd03af60aed7453df3f0a0611dad.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341300";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/d9c/480_480_240cd750bba9870f18aada2478b24840a/d9ccb0ff897c0190f0e43429674f1380.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341310";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/206/480_480_240cd750bba9870f18aada2478b24840a/2066a92bcee43ac98d3d198eb58ed15a.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341311";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/962/480_480_240cd750bba9870f18aada2478b24840a/962166633a64ebbd24bfd5b1c2c3343d.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341304";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/2ea/480_480_240cd750bba9870f18aada2478b24840a/2ea22fd2db9948ba2ad46ac32dcf1be6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341312";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/b84/480_480_240cd750bba9870f18aada2478b24840a/b84a7d007ccbab45f512e7f33b8395f2.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341313";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/e0e/480_480_240cd750bba9870f18aada2478b24840a/e0e2169af7ee2f3ebf794f2042d111c6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341331";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/5fc/480_480_240cd750bba9870f18aada2478b24840a/5fc06ff9687d405d86689ec47a03dbcc.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341320";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/43f/480_462_240cd750bba9870f18aada2478b24840a/43f1089c6a9c51fc18ef33023bd09bfb.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341322";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/234/480_480_240cd750bba9870f18aada2478b24840a/234178b97c9a93cc4211aabb3ce83f5a.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341340";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/3f8/480_480_240cd750bba9870f18aada2478b24840a/3f89878369f30ec4eece1411add26be5.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341342";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/05a/480_480_240cd750bba9870f18aada2478b24840a/05a260e09e3009ff3802beba20e5d35d.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341351";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/fa4/480_480_240cd750bba9870f18aada2478b24840a/fa42c18987f498d557dd0ce2983ea62e.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341352";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/229/480_480_240cd750bba9870f18aada2478b24840a/22964ec3a14fc23d90fc1dbdce231876.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341370";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/70c/480_480_240cd750bba9870f18aada2478b24840a/70cf410cffad4ebd73198bc22077bbfb.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341362";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/d46/480_480_240cd750bba9870f18aada2478b24840a/d46b144918d42ebfd861ea18988eaf49.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341371";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/7d0/480_480_240cd750bba9870f18aada2478b24840a/7d018801e054c3f832f16f4fb1e22300.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341380";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/01b/480_480_240cd750bba9870f18aada2478b24840a/01bc7ec425abc15d44fadee4a2c821e6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341374";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/1bb/480_480_240cd750bba9870f18aada2478b24840a/1bb3e9070122d3381898dff936d239bd.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341375";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/919/480_480_240cd750bba9870f18aada2478b24840a/919f1d951579d828a1b459f5677ed49d.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341382";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/d47/480_480_240cd750bba9870f18aada2478b24840a/d47b2fa3a2bac87628f151f4f0fab8ff.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341383";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/730/480_459_240cd750bba9870f18aada2478b24840a/73019e0da3c9c62713e99ba71b9184b6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"3R";"Arlin";"EVANESCENCE";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/d87/480_480_240cd750bba9870f18aada2478b24840a/d87a81bfab69542fb8c5ba52f803fbe1.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"341385";"Eijffinger";"Tribute";"Нидерланды";;;;;;;;"Рулон";"/upload/resize_cache/iblock/680/480_470_240cd750bba9870f18aada2478b24840a/6805af4348754a7b16425bd65fd581a2.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"386052";"Eijffinger";"Pip";"Нидерланды";;;;;;;;"Рулон";"/upload/iblock/a7b/a7b46d01ea99e5afb47b8ea7e3657a0a.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"386043";"Eijffinger";"Pip";"Нидерланды";;;;;;;;"Рулон";"/upload/iblock/cfa/cfac25c91bd36d543652b6902479d00a.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"4 MXG";"ProSpero";"Fine Mixage";"Италия";"Венге, Ванильные, Кремовые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"4070";"Пог.м.";"/upload/resize_cache/iblock/f4d/480_480_240cd750bba9870f18aada2478b24840a/f4d1d3298b62c5a997c58312b2c26b51.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"41207";"Legacy";"Annabelle";"США";"Ванильные, Жемчужные, Песочные";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Вертикальная полоска, Полоска";"390";"Рулон";"/upload/iblock/e19/e194129183b706e13f6cdbf6f26e6541.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"4260/04";"Artdecorium";"Lady Mary";"Германия";"Коричневые, Серые, Венге";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Растительность, Цветы";"2480";"Рулон";"/upload/resize_cache/iblock/c88/480_480_240cd750bba9870f18aada2478b24840a/c880431a257f96608f6aea540d57fe3c.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"44674";"Anaglypta";"Anaglypta";"Англия";"Белые";"Виниловые";;"0,53, Узкие";"10,05";"Под ткань";"2420";"Рулон";"/upload/resize_cache/iblock/493/480_480_240cd750bba9870f18aada2478b24840a/4934f745e687392ccff11af36c99f6a6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329664"" aria-describedby=""tooltip-329664"" title=""Влагоустои?чивые
"" data-title=""Влагоустои?чивые
"" />"
"41209";"Legacy";"Annabelle";"США";"Болотные, Зелёные, Белые";"Бумажные";"Бумага";"0,52, Узкие";"10,05";"Вертикальная полоска, Полоска";"390";"Рулон";"/upload/iblock/d96/d966abe5a88ae5047cec690c1fb5c3ac.jpg";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-oboi.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329673"" aria-describedby=""tooltip-329673"" title=""Нанесение клея на обои
"" data-title=""Нанесение клея на обои
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"44805";"Anaglypta";"Anaglypta";"Англия";"Белые";"Виниловые";;"0,52, Узкие";"10,05";"Текстуры";"6790";"Рулон";"/upload/resize_cache/iblock/9f4/480_480_240cd750bba9870f18aada2478b24840a/9f46d95b929e10748a2eae1fd9113327.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329664"" aria-describedby=""tooltip-329664"" title=""Влагоустои?чивые
"" data-title=""Влагоустои?чивые
"" />"
